symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
QNTUSD,-1.00000000,-0.952,106.22785721,105.00000000,104.00000000,0.04100000,0.00000000,0.00000000,0.00000000,0.00000000,105.00000000,118.00000000,101.00000000,57.42500000,6100.13470000,1687750446080,1687836846080,100466,100569,104
STGUSD,0.01060000,1.790,0.59361230,0.59210000,0.60270000,7.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59210000,0.60270000,0.59210000,61.80000000,36.68524000,1687750325161,1687836725161,25370,25372,3
AXLUSD,0.00000000,0.000,0.39900000,0.38700000,0.39900000,3.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39900000,0.39900000,0.39900000,3.10000000,1.23690000,1687750227548,1687836627548,9927,9927,1
KAVAUSD,-0.05400000,-5.273,0.99931205,1.02400000,0.97000000,150.80000000,0.00000000,0.00000000,0.00000000,0.00000000,1.02400000,1.02400000,0.95500000,6106.10000000,6101.89930000,1687750435859,1687836835859,57212,57305,94
APTUSD,-0.20300000,-2.855,6.96829542,7.48470000,6.90700000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,7.11000000,7.46270000,6.90370000,15.30000000,106.61492000,1687750431786,1687836831786,167542,167548,7
MASKUSD,-0.10100000,-2.932,3.42519950,3.44500000,3.34400000,7.60000000,0.00000000,0.00000000,0.00000000,0.00000000,3.44500000,3.44500000,3.34400000,1876.20000000,6426.35930000,1687750366093,1687836766093,79006,79032,27
BOSONUSD,0.01250000,8.080,0.13768227,0.16750000,0.16720000,601.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15470000,0.16720000,0.11610000,6970.00000000,959.64542000,1687750266126,1687836666126,18066,18078,13
PONDUSD,-0.00016000,-2.148,0.00734935,0.00718000,0.00729000,402.68000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00745000,0.00745000,0.00729000,4696.55000000,34.51657620,1687750284366,1687836684366,12219,12221,3
MXCUSD,0.00000000,0.000,0.00000000,0.01209000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1687750300705,1687836700705,-1,-1,0
JAMUSD,-0.00009600,-8.735,0.00100042,0.00104600,0.00100300,1006.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00109900,0.00109900,0.00086000,5914170.00000000,5916.64455400,1687750345552,1687836745552,44695,44802,108
PROMUSD,0.00000000,0.000,0.00000000,4.02000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1687750247788,1687836647788,-1,-1,0
DIAUSD,0.02300000,10.132,0.24309091,0.24000000,0.25000000,35.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22700000,0.25000000,0.22700000,50.60000000,12.30040000,1687750245771,1687836645771,4393,4395,3
LOOMUSD,0.00000000,0.000,0.00000000,0.03505000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1687750278304,1687836678304,-1,-1,0
STMXUSD,-0.00134300,-30.221,0.00316947,0.00290700,0.00310100,6883.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00444400,0.00444400,0.00300100,356524.00000000,1129.99212600,1687750294584,1687836694584,13549,13563,15
SHIBUSD,-0.00000017,-2.273,0.00000744,0.00000748,0.00000731,2702301.00,0.00000000,0.00,0.00000000,0.00,0.00000748,0.00000770,0.00000723,5087674749.00,37828.57844691,1687750496728,1687836896728,187052,187711,660
TRACUSD,0.00000000,0.000,0.00000000,0.25870000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1687750251853,1687836651853,-1,-1,0
POLYXUSDT,0.00040000,0.312,0.12948224,0.12660000,0.12870000,45.30000000,0.12870000,14.30000000,0.13070000,20.30000000,0.12830000,0.13110000,0.12830000,1021.00000000,132.20137000,1696745280053,1696831680053,8397,8410,14
IOSTUSDT,0.00000000,0.000,0.00000000,0.00781000,0.00000000,0.00000000,0.00670000,1296.00000000,0.00717000,47403.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1696775028170,1696861428170,-1,-1,0
IOSTUSD,0.00000000,0.000,0.00000000,0.00888000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1687750241725,1687836641725,-1,-1,0
MATICETH,-0.00000670,-1.948,0.00033973,0.00034490,0.00033720,102.70000000,0.00033720,1.10000000,0.00033870,41.40000000,0.00034390,0.00034490,0.00033720,1371.90000000,0.46607548,1696777712985,1696864112985,14273,14302,30
SOLETH,-0.00035000,-2.441,0.01401604,0.01429000,0.01399000,2.02000000,0.01395000,2.42900000,0.01401000,0.48900000,0.01434000,0.01434000,0.01388000,240.85800000,3.37587548,1696778176614,1696864576614,14309,14398,90
FLOKI8USDT,0.00000000,0.000,0.00000000,0.00005000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1683339785359,1683426185359,-1,-1,0
FLOKI8USD,0.00000000,0.000,0.00000000,0.00005131,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1683339785359,1683426185359,-1,-1,0
ARBUSDT,-0.04620000,-5.449,0.81172489,0.84550000,0.80170000,1833.80000000,0.80890000,54.00000000,0.81100000,51.80000000,0.84790000,0.84970000,0.80170000,4070.10000000,3303.80147000,1696778261857,1696864661857,16810,16841,32
ARBUSD,0.05110000,4.732,1.13771684,1.12310000,1.13100000,34.70000000,0.00000000,0.00000000,0.00000000,0.00000000,1.07990000,1.23000000,0.98010000,8406.50000000,9564.21663000,1687750437887,1687836837887,20981,21154,174
FLOKIUSDT,-0.00000059,-3.269,0.00001746,0.00001818,0.00001746,3667346.00,0.00001725,5514587.00,0.00001748,4072082.00,0.00001805,0.00001815,0.00001713,98968006.00,1727.51908031,1696778244406,1696864644406,23151,23252,102
FLOKIUSD,-0.00000062,-2.359,0.00002535,0.00002550,0.00002566,116914.00,0.00000000,0.00,0.00000000,0.00,0.00002628,0.00002998,0.00002412,212164060.00,5377.33680083,1687750458533,1687836858533,34215,34327,113
XECUSDT,-0.00000401,-14.482,0.00002385,0.00002445,0.00002368,15125362.00,0.00002368,21157093.00,0.00002690,9211699.00,0.00002769,0.00002770,0.00002368,29751865.00,709.69147006,1696773880966,1696860280966,3764,3780,17
XECUSD,0.00000000,0.000,0.00000000,0.00002349,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00000000,0.00000000,0.00,0.00000000,1687750255919,1687836655919,-1,-1,0
BLURUSDT,-0.01000000,-5.714,0.16882297,0.17500000,0.16500000,8.80000000,0.16400000,50.00000000,0.16500000,3753.40000000,0.17500000,0.17500000,0.16100000,2210.40000000,373.16630000,1696778260807,1696864660807,1607,1617,11
BLURUSD,-0.00500000,-1.493,0.33412979,0.34300000,0.33000000,58.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33500000,0.33600000,0.33000000,331.30000000,110.69720000,1687750319026,1687836719026,1746,1754,9
ANKRUSDT,-0.00071000,-3.599,0.01938241,0.01960000,0.01902000,422.70000000,0.01901000,35313.60000000,0.01921000,90.00000000,0.01973000,0.02027000,0.01902000,5306.80000000,102.85859000,1696778261103,1696864661103,2303,2321,19
DAIUSDT,-0.02690000,-2.674,1.00278336,1.00600000,0.97910000,18.91000000,0.97910000,45.47000000,0.98820000,8.00000000,1.00600000,1.00600000,0.97910000,158.14000000,158.58016100,1696778267609,1696864667609,1772,1781,10
DASHUSDT,-1.24000000,-4.584,25.74480422,27.08000000,25.81000000,1.68600000,25.60000000,0.30000000,26.41000000,0.24300000,27.05000000,27.08000000,25.48000000,17.16200000,441.83233000,1696778264299,1696864664299,5808,5832,25
HBARUSDT,-0.00160000,-3.320,0.04701608,0.04810000,0.04660000,1100.00000000,0.04650000,13368.00000000,0.04660000,10000.00000000,0.04820000,0.04820000,0.04570000,200193.00000000,9412.28960000,1696778236502,1696864636502,21098,21185,88
ICXUSDT,-0.01190000,-6.567,0.17961234,0.18150000,0.16930000,177.30000000,0.16900000,177.60000000,0.16960000,1097.00000000,0.18120000,0.18860000,0.16720000,48132.70000000,8645.22708000,1696777988999,1696864388999,7921,8211,291
IOTAUSDT,-0.00240000,-1.555,0.15560088,0.15250000,0.15190000,610.00000000,0.14970000,90.00000000,0.15190000,3149.00000000,0.15430000,0.15950000,0.14850000,30992.00000000,4822.38250000,1696778202506,1696864602506,8769,8836,68
RVNUSDT,-0.00024000,-1.662,0.01431615,0.01437000,0.01420000,73.60000000,0.01410000,20095.60000000,0.01420000,65.70000000,0.01444000,0.01484000,0.01410000,942096.40000000,13487.19736500,1696776021800,1696862421800,9705,9816,112
WAVESUSDT,-0.08800000,-5.688,1.47844416,1.55000000,1.45900000,13.40000000,1.45900000,89.97000000,1.47600000,2.76000000,1.54700000,1.55000000,1.45900000,436.78000000,645.75484000,1696778134145,1696864534145,6529,6551,23
XNOUSDT,-0.01800000,-2.857,0.62753856,0.63700000,0.61200000,16.33000000,0.61200000,17.33000000,0.64100000,1056.03000000,0.63000000,0.63000000,0.61200000,1117.85000000,701.49398000,1696778249299,1696864649299,2661,2665,5
XTZUSDT,-0.02400000,-3.545,0.66303983,0.65800000,0.65300000,8.40000000,0.65300000,25.50000000,0.66400000,254.60000000,0.67700000,0.67900000,0.65300000,389.20000000,258.05510000,1696778009918,1696864409918,3348,3361,14
ZILUSDT,-0.00076000,-4.548,0.01655586,0.01660000,0.01595000,1712.20000000,0.01595000,554.80000000,0.01626000,56116.80000000,0.01671000,0.01692000,0.01584000,583676.20000000,9663.26412800,1696778218768,1696864618768,18217,18367,151
ORBSUSDT,-0.00411000,-12.990,0.02894143,0.03164000,0.02753000,1821.00000000,0.02750000,1617.00000000,0.02756000,1613.00000000,0.03164000,0.03269000,0.02649000,418752.00000000,12119.28343000,1696777577901,1696863977901,2721,3030,310
CUDOSUSDT,-0.00011600,-4.947,0.00230697,0.00234500,0.00222900,4059.70000000,0.00222700,4490.40000000,0.00222900,426.70000000,0.00234500,0.00234500,0.00200000,2760593.60000000,6368.60853850,1696777536536,1696863936536,3157,3328,172
ADXUSDT,-0.00420000,-3.015,0.13678610,0.14760000,0.13510000,125.00000000,0.13560000,410.00000000,0.13610000,491.00000000,0.13930000,0.13930000,0.13510000,331.00000000,45.27620000,1696778260034,1696864660034,1982,1984,3
FORTUSDT,-0.00940000,-8.210,0.10937105,0.11430000,0.10510000,183.00000000,0.10570000,222.00000000,0.10580000,412.00000000,0.11450000,0.11450000,0.10510000,32883.00000000,3596.44830000,1696778203626,1696864603626,1569,1680,112
